Description,BDM ,Total,Jun-26,May-26,Apr-26,Mar-26,Feb-26,Jan-26,Dec-25,Nov-25,Oct-25,Sep-25,Aug-25,"Jul 2025+Older",grouptype,groupuid
-LOKHIT GENERIC MEDICAL - NAGPUR,1ARVIND (MIS),            8565.00,               0.00,               0.00,               0.00,               0.00,            8565.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1806785167
-M.K.PHARMA - NAGPUR,1ARVIND (MIS),            5167.00,               0.00,            5167.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1806785167
-MAA BHAWANI AGENCY-BHANDARA,1ARVIND (MIS),            9450.00,               0.00,               0.00,            9450.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1806785167
-MADAMWAR MEDICO - PUSAD,1ARVIND (MIS),           22307.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           22307.00,Detai,1806785167
-MAHALAXMI PHARMACEUTICALS- HINGANGHAT-XX,1ARVIND (MIS),            6556.74,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            6556.74,Detai,1806785167
-MAHAVIR MEDISURGE-AMRAVATI,1ARVIND (MIS),           17842.00,               0.00,           17842.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1806785167
-MAHESH - PAITHAN (5%NSP),1ARVIND (MIS),            1383.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,            1383.00,Detai,1806785167
-MANDAI MEDICAL AGENCY - LONAR,1ARVIND (MIS),           10773.00,               0.00,           10773.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1806785167
-MANDAR HEALTHCARE-HINGANGHAT,1ARVIND (MIS),           38075.00,           12389.00,           17504.00,               0.00,            8182.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1806785167
-MANDHANA PHARMA - BHANDARA NAGPUR,1ARVIND (MIS),           43470.00,           43470.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1806785167
-MATOSHREE MEDICAL - LONAR-XX,1ARVIND (MIS),           18648.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           18648.00,Detai,1806785167
-MAULI MEDICAL AGENCY - AKOLA,1ARVIND (MIS),           18097.00,               0.00,           17842.00,               0.00,             255.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1806785167
-MEDIBRICKS PHARMA-CHANDRAPUR -XX-C/B-LN,1ARVIND (MIS),           12689.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           12689.00,Detai,1806785167
-MUKTARAM MEDICAL AGENCY-WADSA -XX,1ARVIND (MIS),           37808.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           37808.00,Detai,1806785167
-NAGNATH PHARMA-WASHIM-XX,1ARVIND (MIS),           21959.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           21959.00,Detai,1806785167
-NATH PHARMA - BULDHANA,1ARVIND (MIS),            6439.00,               0.00,            6439.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,1806785167
